Iout_exp,Iin_fit,e_delta1,e_delta2,e_delta1_delta2,e_delta1plusdelta2,N_RC2,C_RC2,S_RC2
14236.16842,17704.09086,0.516502538747247+0.808177627968045i,0.249860306597234+0.947788687773184i,0.918677023388062-0.323887352835243i,-0.636928130809842+0.691466773339893i,-0.181496842,-0.817563833,0.546486468
26923.48439,18466.78851,0.941819838357824+0.14229862283553i,0.50577035898686+0.841315090265825i,0.599301173879528-0.766943831129726i,0.356626579031606+0.864337667877019i,-0.18154831,-0.816743776,0.547695748
31673.85633,19043.64709,0.722663493577124-0.610364844554944i,0.722007325604043+0.667064008876516i,0.0920849474139744-0.96795009754938i,0.928920756395407+0.0413749180344222i,-0.180440156,-0.816116986,0.548993986
27333.07175,18636.69159,0.0178400977479514-0.939466667888431i,0.881001689762719+0.438773964989705i,-0.442849165932585-0.864275681386215i,0.42793067110655-0.819843951460786i,-0.180566639,-0.815508658,0.549855533
23970.18443,19180.54622,-0.689539486595439-0.629755536706322i,0.969725442741053+0.174624542648602i,-0.837221933979617-0.489444508031743i,-0.558693211348434-0.731100484136048i,-0.180134131,-0.814435239,0.551585811
25311.82405,19135.82313,-0.92323292499511+0.100927948646733i,0.980779370693054-0.104217694655715i,-0.967617688072668+0.0378873568835504i,-0.894969329045519+0.195205257032327i,-0.179693184,-0.814280214,0.551958357
29232.37952,18802.75471,-0.532180471303394+0.755927530791253i,0.913025341759669-0.375307790220156i,-0.794042862829411+0.551665366867645i,-0.202188765541759+0.889912468829424i,-0.179413241,-0.813454003,0.55326625
28562.04461,19444.79089,0.214283051410474+0.895884682837347i,0.771708196314443-0.616745517834396i,-0.372035761999474+0.890797519016091i,0.717896849741156+0.559203441192859i,-0.179501779,-0.812829654,0.554154226
17061.32742,20314.52645,0.811630299108265+0.430753923012664i,0.568054324661815-0.80896263531645i,0.16523874573857+0.949611305850499i,0.809513930168236-0.411886956836915i,-0.178666861,-0.81230643,0.555190694
4446.641687,21374.31367,0.858662405632476-0.32349974987379i,0.318377779110314-0.936326159048654i,0.649062129938636+0.710649990298799i,-0.0295222485417391-0.906983204092893i,-0.178022804,-0.81181093,0.556120764
1795.497666,20235.14559,0.324783610016763-0.857880463831875i,0.0427660386726774-0.988424408138664i,0.928087397814616+0.249715372219173i,-0.834060281290515-0.357712196596726i,-0.177191075,-0.81165887,0.556608144
11220.96807,20204.99748,-0.429757386646282-0.811133380881825i,-0.236547216430451-0.960928702281514i,0.915554846048715-0.288214676858175i,-0.677783433516386+0.604837551247324i,-0.177562829,-0.810612562,0.558013169
24566.09258,20465.35738,-0.894414504423711-0.212931002698618i,-0.496988754602088-0.855958756814153i,0.616147490513467-0.734519015549127i,0.262253794294483+0.871406241130426i,-0.176016096,-0.809977286,0.559423552
31350.41388,19841.34479,-0.751637214295248+0.533207433424624i,-0.71748332023347-0.681920984578421i,0.124248247719004-0.949651653252678i,0.902892502109044+0.129989749511331i,-0.175658351,-0.809594452,0.560090052
27081.41106,19885.97326,-0.0942147111316134+0.919421435338535i,-0.880170955355093-0.452832580112018i,-0.405739435141188-0.866640009637879i,0.49926903307986-0.766584552389632i,-0.175414334,-0.808776099,0.561346768
22812.28074,18965.92154,0.632462685473565+0.678120749881868i,-0.971863086278737-0.187186741072632i,-0.807705131877106-0.511880929587029i,-0.48773192423636-0.777429153793685i,-0.175063947,-0.808389618,0.562012584
23497.47732,19956.77448,0.930019222671275-0.031161404708459i,-0.985118070407015+0.0935478726365912i,-0.955736565995188+0.00318563419413388i,-0.913263658960515+0.117698982669603i,-0.174210163,-0.807366342,0.563747155
25935.79767,19995.05904,0.589071824679853-0.724616321875183i,-0.918848404165091+0.366670439786677i,-0.803479378413707+0.516921524704543i,-0.275572320627124+0.881807776008292i,-0.174189695,-0.807214463,0.563970421
24210.55948,19794.06871,-0.161383402817928-0.923064016549289i,-0.778410397686709+0.610091397671458i,-0.39869582952001+0.868030757044409i,0.688775934764323+0.620064002426258i,-0.173377533,-0.80675641,0.564875661
13587.08428,19923.22918,-0.805733236308373-0.484267224243548i,-0.575169587835255+0.804125503384494i,0.131560615675592+0.946080301545658i,0.852844878900108-0.369374864469803i,-0.173639031,-0.806158099,0.565647772
3063.213483,20202.34947,-0.896024060573082+0.293090915482668i,-0.325577973127315+0.933088574288344i,0.620619056787303+0.726238622509218i,0.0182459130501026-0.931493759413065i,-0.173396577,-0.805296502,0.566949098
1949.989017,20373.6072,-0.36513641259919+0.871626542080209i,-0.0498388122627984+0.986568344504476i,0.914415993533716+0.277309995698239i,-0.84172118952839-0.403672857690294i,-0.173235702,-0.804267002,0.568457726
12961.61001,18642.32206,0.421864062257558+0.847661986763338i,0.229731968310654+0.960266728786179i,0.919981960931346-0.25958653803422i,-0.717065941763667+0.599837079737775i,-0.173289983,-0.803661078,0.569296669
26001.15176,18480.40305,0.918671166122791+0.23467577948195i,0.490514411638606+0.856345838502722i,0.634954968278798-0.715177612580684i,0.249657819383323+0.901812081960115i,-0.171496362,-0.803562194,0.56997915
31730.8272,17581.90127,0.778353455168966-0.542953792999873i,0.711416462459275+0.683250456434228i,0.148715515339286-0.94530238660432i,0.924706888509119+0.145544086816539i,-0.171754936,-0.802560366,0.571311715
27725.95411,18108.95789,0.0969852004241844-0.944423990617513i,0.874580939046143+0.455022063853632i,-0.385419565978666-0.876568216177846i,0.514555161024225-0.7818448145117i,-0.170709371,-0.802216686,0.572106755
22893.69525,17430.04381,-0.65202620536367-0.689994854420789i,0.966829724819621+0.190160513014338i,-0.798387138009272-0.529920579027198i,-0.499188541213028-0.791097172937354i,-0.171376927,-0.801406939,0.57304166
24130.1334,17806.45975,-0.947902765297244+0.0434003958715717i,0.980728830411293-0.0898742194789424i,-0.958866999572441-0.0144919035638833i,-0.925734993649562+0.127756040655534i,-0.17100198,-0.800633379,0.574233381
28059.9132,19049.36265,-0.58557753479825+0.745714405346272i,0.915188711053512-0.362398952210218i,-0.815154271655691+0.506565336138194i,-0.265667830148349+0.894682090491619i,-0.171623816,-0.799991488,0.574941853
25826.11432,19416.82698,0.182172813826986+0.92949304134751i,0.775551732467227-0.605342625113265i,-0.412015594390179+0.867640385444856i,0.703946199045762+0.610592969186996i,-0.171339283,-0.799107812,0.576254157
16187.31745,18375.78674,0.821852913828528+0.468594073589493i,0.573159953490698-0.799032010681413i,0.123044165580464+0.953354605421684i,0.84547484267976-0.388107428796216i,-0.168884428,-0.799173145,0.576889
4056.543256,18662.02297,0.890565516962893-0.3157222807753i,0.324438147460547-0.927783879543048i,0.619977421575258+0.735590411927013i,-0.0039886160002025-0.928684682201849i,-0.16937564,-0.797996906,0.578371151
1622.946056,18577.31215,0.342470938173616-0.879379255215597i,0.049565904060603-0.98117527605717i,0.920227667476064+0.282908326595262i,-0.845850301830053-0.379611245100956i,-0.168107304,-0.797332841,0.579654562
9407.806319,18034.1723,-0.441315609639317-0.832961996395637i,-0.229154342437502-0.95488938998111i,0.927428379302937-0.260873264468384i,-0.694257184281374+0.612284451837101i,-0.168693214,-0.796976757,0.579974108
21988.74519,18150.05404,-0.917989361870949-0.210189003584401i,-0.489102036724814-0.851068531994213i,0.638507320997798-0.722304620710163i,0.27010521986089+0.884075728344103i,-0.168745826,-0.796272343,0.580925093
26710.7524,17591.58686,-0.758527595516146+0.556979780151325i,-0.709170651384488-0.678145239511987i,0.145087039033498-0.953679445938904i,0.915638695419349+0.119398164439845i,-0.168653736,-0.795450043,0.582077911
24003.49403,18966.14966,-0.0741750263512018+0.937697656164105i,-0.871479524207801-0.450164426873682i,-0.395463165447881-0.880451248466987i,0.486760144640555-0.783793349018935i,-0.167376259,-0.795138849,0.582870987
20554.56677,18445.92599,0.661181157342304+0.668829773073655i,-0.962827044349213-0.185650430666609i,-0.81021118154608-0.525412686255751i,-0.512434564089509-0.766715960190508i,-0.166301988,-0.794531299,0.584006623
21613.1202,18312.69046,0.938463411327519-0.0635480007176115i,-0.975767338954913+0.093890468338904i,-0.966070800097362-0.00173524685514967i,-0.909755394028226+0.150120832764595i,-0.167343124,-0.793884945,0.584587643
24117.08491,17416.75444,0.565128423308759-0.752443911956253i,-0.909222605466627+0.365711876946777i,-0.812641440793584+0.523051945789205i,-0.23864986212534+0.890813190500585i,-0.166588145,-0.792792804,0.586283192
21710.08879,18557.36041,-0.20104468985965-0.920004477906773i,-0.768580381258661+0.607673246608832i,-0.398635985454201+0.880688405014464i,0.713581112366631+0.584927912988784i,-0.167067561,-0.79135741,0.588083119
12066.9348,18477.27992,-0.829054112022794-0.448573231860055i,-0.565266412411773+0.80004084518399i,0.143500938079557+0.956225210390012i,0.827513351142585-0.409713771008491i,-0.167418249,-0.790362212,0.589320329
2503.973576,18323.62631,-0.881845519781973+0.336121642252537i,-0.315826093572669+0.927097698237237i,0.639949162436796+0.725085977327467i,-0.0331077752127466-0.923712936828536i,-0.167409475,-0.789201844,0.590876771
2460.448675,17069.62491,-0.320533235991802+0.888952741030828i,-0.0405873182669712+0.978431294891545i,0.931291676607909+0.261156213905699i,-0.85676959703984-0.349699956971751i,-0.167357428,-0.787983926,0.592514098
12993.71861,18268.0121,0.46608474308981+0.823566919323153i,0.237988211554759+0.949793354816154i,0.923790337341235-0.286786419049139i,-0.671295712778639+0.638683409993275i,-0.166831796,-0.78763439,0.593126777
26519.80937,18669.85488,0.929849748005817+0.182929437512415i,0.49713240740683+0.84346014063469i,0.619633654856772-0.74278824770544i,0.307964754662319+0.875231350878242i,-0.166226587,-0.786996038,0.594142669
30740.92698,18391.64525,0.745158384979603-0.587686619086481i,0.715628965816947+0.6680619840149i,0.116370340552629-0.960266732212347i,0.925868013138703+0.0772464216334953i,-0.16622824,-0.787262182,0.593789415
27239.51145,18646.60899,0.0384511739748483-0.949517156468532i,0.875551032175652+0.437893675982505i,-0.42434612496973-0.869195063183743i,0.449453523116505-0.814513200496825i,-0.165325579,-0.787079781,0.594283815
22806.55022,19550.34514,-0.697283518543388-0.64735542723442i,0.963736083679944+0.171759696735547i,-0.828687254994831-0.498715443173209i,-0.560807715513682-0.743644989875564i,-0.164729976,-0.786478082,0.595244822
23569.39363,20258.44276,-0.946165616085917+0.109416808888346i,0.972876377597441-0.108553511338792i,-0.966563373290781+0.0321350706531433i,-0.908624598380603+0.209158628613723i,-0.16472078,-0.785467577,0.596579972
28319.16342,19553.19302,-0.531851610865003+0.791153516773385i,0.902133991446136-0.380055035192616i,-0.793525643565535+0.552641974564054i,-0.179119538906632+0.91585936261797i,-0.164559814,-0.785100396,0.597107319
27401.14644,19217.51262,0.256565127377142+0.918790193747975i,0.757227813624399-0.620432395786428i,-0.365150172433647+0.89530653730824i,0.764325451588191+0.536552172937466i,-0.164145648,-0.784363249,0.598189413
16075.21638,20181.08371,0.865882133838922+0.401326125380144i,0.549982766775601-0.809886002026959i,0.180758976288106+0.949764569603169i,0.801248662863386-0.480543366785474i,-0.163183261,-0.783441341,0.599658125
3649.925435,20172.78392,0.867389903046571-0.398576065164566i,0.297375592327062-0.932764310478527i,0.668458253029017+0.698373240935431i,-0.113836942399484-0.927597138296973i,-0.162835321,-0.782986694,0.600346827
2438.498746,19765.38799,0.259286999624884-0.918709263429377i,0.02015309247021-0.978864270238503i,0.940821855268267+0.221986587693045i,-0.894066237828386-0.272321612409274i,-0.164390463,-0.781876216,0.601369364
13440.61857,19456.00019,-0.531094493752146-0.793011882978448i,-0.258865622964817-0.944288307607888i,0.90997694429137-0.32598153678423i,-0.61134974191233+0.706789835790801i,-0.162891166,-0.781519643,0.602240958
24952.90122,19224.15814,-0.947753172099132-0.109784870980369i,-0.516664593388342-0.831784943441008i,0.585703507299268-0.768905127732413i,0.398353104596025+0.845048774375776i,-0.163332316,-0.780554325,0.603371729
29585.54633,19544.5797,-0.697628029750127+0.650155923359564i,-0.731930330160358-0.650542268359025i,0.0724131686800318-0.963852274122821i,0.933569023313518-0.0220323186957929i,-0.163715693,-0.780040958,0.603931194
27033.73518,19664.76294,0.0429157986953256+0.95207303988677i,-0.886818208400855-0.415448505537787i,-0.464382099834665-0.847731799322102i,0.357478809872696-0.862145011931074i,-0.162978524,-0.779112574,0.605328044
23486.61284,20090.50377,0.752398572276183+0.583900470734243i,-0.968439123549634-0.145878069191581i,-0.851372905661417-0.457783599622444i,-0.643473940624376-0.675230511104241i,-0.162437442,-0.778130015,0.606735778
25484.07654,20634.55518,0.931584462756556-0.19461957560353i,-0.969941844401915+0.135898791949435i,-0.963389656497729+0.0802588143156713i,-0.87713418680803+0.315370873205085i,-0.162455444,-0.777690598,0.607293006
28250.57612,19697.73264,0.454918143179387-0.835131038410219i,-0.891099240625202+0.40655283065413i,-0.76393498651913+0.592605357610341i,-0.0658523243009811+0.929132892975383i,-0.162647721,-0.776947423,0.608192035
22810.68893,19122.44262,-0.341374894715875-0.886885234195976i,-0.738347191173342+0.643627891326979i,-0.317178563482194+0.913480848295549i,0.822877267785152+0.435110817923762i,-0.161403541,-0.776236675,0.609429369
10647.8749,21064.1992,-0.896276233854906-0.313983896263027i,-0.524270176366304+0.827408165022673i,0.232558244916827+0.938770085445562i,0.729683738649699-0.576973881337324i,-0.161729019,-0.775648122,0.61009407
1690.189332,21443.49212,-0.819068980789687+0.479522335263361i,-0.266573589562494+0.942564932764338i,0.707315989801562+0.659883375741639i,-0.233638779388108-0.89985368899393i,-0.162301359,-0.774812125,0.611002412
4670.489767,20695.11597,-0.164503431092635+0.934249823792346i,0.0133741656374873+0.979444557447823i,0.953062144253295+0.166804399120306i,-0.917246001345369-0.148627178374982i,-0.161124384,-0.774186673,0.612105614
19042.02118,20452.77498,0.605643179369564+0.729597395280988i,0.292310327009671+0.934888598439592i,0.889710227658194-0.380799450262547i,-0.505056530486726+0.7794777563153i,-0.161319841,-0.77308445,0.613446752
31565.53813,20760.55273,0.947846542866867+0.00998504539093562i,0.547011045477815+0.812515372389772i,0.53734174477781-0.805183959930828i,0.510369525491992+0.775601816864269i,-0.161663875,-0.772557843,0.614019077
33654.95039,19890.76137,0.620272230157754-0.716467810452825i,0.756228539656274+0.622436919458235i,0.0100059144419498-0.968212808422517i,0.915023579630782-0.155733069844587i,-0.16169769,-0.771738316,0.61503967
29077.3038,19926.48293,-0.145882883530601-0.936197349095319i,0.902470165758552+0.380432455935456i,-0.521051862317332-0.816408984348639i,0.224504906675399-0.900388760481262i,-0.160760231,-0.770602665,0.616706393
25719.91969,21944.47289,-0.80881402923654-0.49330695504866i,0.973469792530292+0.106645058251154i,-0.88293249073396-0.398653188524422i,-0.73474727627962-0.56647543844725i,-0.16105977,-0.770235837,0.617086361
28556.77455,21216.85385,-0.898829484277929+0.299138092791272i,0.963226878194949-0.176091326472031i,-0.957411412867561+0.14938173499534i,-0.813101094612678+0.4464139274272i,-0.160582822,-0.769811245,0.617740908
31945.74826,19946.40408,-0.351458935770514+0.87961177381598i,0.87252428985913-0.444155852204729i,-0.71969313462363+0.649169753877273i,0.0840282586607372+0.923585181432638i,-0.159639438,-0.768866967,0.619159882
26216.65665,19761.53706,0.445502183422725+0.835821201248954i,0.708879254512576-0.675116923776647i,-0.246843785358837+0.937462176523767i,0.880084293882922+0.291730246439035i,-0.160023016,-0.768070064,0.620049193
12351.85363,20654.49485,0.926038690119236+0.198158444954801i,0.485929277542483-0.849614867823547i,0.307026465505787+0.919694616431271i,0.61834767268442-0.690485249309317i,-0.16026064,-0.767212906,0.621048505
2041.427202,21935.63219,0.748006456294012-0.58044146402569i,0.222302427001776-0.952992544364679i,0.760901931055696+0.601170598255992i,-0.386872737009445-0.841878122170213i,-0.160016815,-0.766442955,0.622061363
5460.567575,21608.17385,0.0375678270412113-0.945751516598825i,-0.0599349623833774-0.976535814641225i,0.966043090490531+0.0856808769788027i,-0.925811854010548+0.0199972529873829i,-0.15994183,-0.765576723,0.623146442
19502.00261,21322.60572,-0.699349436480378-0.637163555843422i,-0.337124081546852-0.918218045270718i,0.854856173577953-0.458173608189057i,-0.349287538310531+0.856958451085031i,-0.160333801,-0.765124567,0.623600856
30623.06181,21307.46554,-0.937163998261473+0.125477234505168i,-0.58599854455438-0.782884198722171i,0.46334986281559-0.852080639992377i,0.647410883183439+0.660161409055463i,-0.159186868,-0.764035234,0.625227238
33211.46156,21043.44302,-0.506121654094494+0.797830750570612i,-0.785641620973179-0.581857081543715i,-0.0803464518835778-0.966547831225534i,0.861853708825272-0.332318575583044i,-0.159144071,-0.763316324,0.626116125
27405.484,21046.97945,0.28565871186529+0.899703461179891i,-0.919250701905947-0.331997038611117i,-0.597808113930679-0.763628566219032i,0.0361069133521795-0.921890884589568i,-0.159665191,-0.762577922,0.626883336
24752.51423,21489.12655,0.87203413440641+0.358739430966705i,-0.97555954670971-0.0542926703602238i,-0.918869048234163-0.309689683312679i,-0.831244303206221-0.397316738462968i,-0.15986779,-0.761680189,0.627921634
27112.33894,21530.09879,0.833980446208202-0.437475916986935i,-0.949797226018846+0.227899929293376i,-0.937686823287872+0.246139264898986i,-0.692411583813632+0.60557749712715i,-0.159472458,-0.761150946,0.628662873
27144.15079,21800.04201,0.19974436488978-0.918965535917862i,-0.844101417288196+0.49082178223137i,-0.647808204523448+0.720891366841556i,0.282443800649617+0.873738996473149i,-0.159787614,-0.760472888,0.629402792
19588.19539,21292.16539,-0.575599745616025-0.741827588240321i,-0.667349578653065+0.712314104414171i,-0.144557307151018+0.958032416123285i,0.912540501856795+0.085050511145894i,-0.158878295,-0.759470101,0.630842822
7307.621185,20959.57095,-0.93671690096672-0.0344580572594386i,-0.434420660420445+0.873690676441296i,0.406187827580751+0.879205271177171i,0.437034858100807-0.803431530848157i,-0.158870526,-0.758742978,0.631719363
1186.577197,21174.03888,-0.626198096475618+0.695213117119209i,-0.16494825122984+0.961320857027934i,0.822643071679223+0.510296173267053i,-0.565032588628991-0.716651478674062i,-0.15913826,-0.758107157,0.632414199
10197.82971,20949.1831,0.131538098451771+0.92456877771971i,0.118330702481068+0.967788603441995i,0.967192629788647-0.0269078472693242i,-0.879222130582608+0.236705945559691i,-0.159208609,-0.756891327,0.633852818
25519.74374,21003.71315,0.792275059612522+0.490950172001333i,0.391492910156602+0.892528371303718i,0.792008793729895-0.554834957356695i,-0.128016888675428+0.899331480159206i,-0.158549586,-0.756272164,0.634755176
