Iout_exp,Iin_fit,e_delta1,e_delta2,e_delta1_delta2,e_delta1plusdelta2,N_RC2,C_RC2,S_RC2
9126.046215,15212.32541,0.95408082846917+0.694162593970016i,-0.983666220000458-0.174171144945024i,-0.955694947088723-0.476988115725008i,-0.817593988345409-0.848997645140771i,-0.227377466,-0.615008682,0.755025869
10938.89316,14737.18326,1.15138391419142-0.243767464511685i,-0.989073694859955+0.108327603969381i,-1.03223025689517+0.101906270095126i,-1.11239679685538+0.365830647484459i,-0.22912517,-0.61297734,0.756147753
12187.68676,13898.55338,0.580364387800319-1.01619819913645i,-0.915804373780547+0.379887277827553i,-0.800179044013688+0.619693107402299i,-0.145459477130793+1.15111180282659i,-0.229113366,-0.611777481,0.757123318
11889.38271,14373.34952,-0.373788986665374-1.09798380561525i,-0.77035424805863+0.619263705147734i,-0.341667242254972+0.931037574031885i,0.967891453412712+0.614362536129474i,-0.229920601,-0.60962989,0.758608435
6234.455285,15289.90272,-1.05853171541709-0.439241679913731i,-0.564750843321386+0.807947013460812i,0.201697407010563+0.954450523761541i,0.952690682438045-0.607175428971608i,-0.230043751,-0.608778763,0.759254024
1004.322874,15331.33347,-1.0133428051784+0.498444830622529i,-0.315561193070339+0.931530501627677i,0.669087222395314+0.692312055120926i,-0.144544898512185-1.10124957705963i,-0.232385873,-0.607052266,0.759923046
3515.959368,15807.58386,-0.288660859347167+1.07206304842679i,-0.0425844869947244+0.98075658218905i,0.925218564481492+0.228446717809939i,-1.03914041665548-0.328759292768336i,-0.233418442,-0.604850418,0.761361733
12627.26649,14812.62441,0.603553013098282+0.907153841332289i,0.232676001331923+0.952173008404177i,0.898042713523209-0.296380673998924i,-0.723335100507229+0.785759816607288i,-0.234068633,-0.603604462,0.76215059
22225.43773,14933.78268,1.05836935273019+0.143462410391904i,0.488653717323516+0.848357489071457i,0.599062685366266-0.724932097526672i,0.395468708256675+0.967979006726561i,-0.235247647,-0.602223968,0.762879593
24444.32451,16685.96263,0.791592476726971-0.684242921757305i,0.705356872865106+0.677696530924993i,0.12012917353856-0.929131206240288i,1.02206424835259+0.0538240278133758i,-0.236344958,-0.599746974,0.764489227
19744.61885,15881.64626,0.0124829208925843-1.025024256776i,0.865887419414927+0.45373370279932i,-0.393138483196823-0.847983941149307i,0.475896855644534-0.881891686619127i,-0.237434789,-0.598609256,0.765044235
16192.18083,15768.34271,-0.742886780376168-0.676797560804021i,0.957731029773237+0.194131960069529i,-0.784331582310579-0.506410164097109i,-0.58009768412543-0.792408091641017i,-0.237921311,-0.596362406,0.766646258
18062.15448,16645.84593,-0.981116847900194+0.101987249121196i,0.973722033273312-0.0806776070601839i,-0.933362901117298-0.00869327483817825i,-0.94710700480633+0.178461391117261i,-0.238768776,-0.594868311,0.767542707
20709.10935,17716.21502,-0.568365267872555+0.785847646833857i,0.912608301566811-0.34906423214719i,-0.793543372308551+0.492324600506729i,-0.244383556356001+0.915567072076387i,-0.239434431,-0.593568463,0.768340688
19389.01835,17296.16102,0.202784759148726+0.933788761862353i,0.779168451772553-0.589868512585571i,-0.406895440153996+0.841603560009882i,0.708816074857851+0.607962399608817i,-0.240611041,-0.592241948,0.768997077
11887.45663,16931.30709,0.820086132827743+0.466913224680414i,0.583865896319065-0.784050746591771i,0.10770409198679+0.929874021029539i,0.844903987406555-0.370374436281895i,-0.241676549,-0.589989505,0.770391955
3999.583066,17478.21579,0.886365790811035-0.295351970612i,0.342059088438562-0.916189649458415i,0.590569502385619+0.728224032890003i,0.0325910560060878-0.913106989011166i,-0.243161381,-0.587651419,0.771711333
3702.617211,17761.63593,0.369280271196822-0.850531558510652i,0.0728221720913113-0.975712713612757i,0.890657771953493+0.298079248304765i,-0.802982663508694-0.42224901101606i,-0.244159348,-0.585705104,0.772874924
12210.68747,18013.4074,-0.385072090062215-0.838162683250499i,-0.202537738736939-0.957757451545347i,0.913048320751435-0.227103602188919i,-0.724764925118499+0.538565238198468i,-0.24519752,-0.584029096,0.773814257
20501.40393,17763.4769,-0.878738710629248-0.270612804966868i,-0.46215412974853-0.863589601117804i,0.649332312089902-0.683126534904695i,0.172414319788498+0.883934437977357i,-0.246167676,-0.582895488,0.774360743
22393.39712,18162.00666,-0.785594936922751+0.47523954141087i,-0.685334970917191-0.700538258240825i,0.180978618205154-0.926531118457828i,0.871319163835785+0.224641031503157i,-0.247052304,-0.580806907,0.775647482
17030.82443,19693.0424,-0.166531934775487+0.902896198640359i,-0.854218614045809-0.481446233188319i,-0.345733136940357-0.879994814974555i,0.576950652313737-0.691094566726576i,-0.247774345,-0.578997001,0.77676969
11474.6959,18483.00989,0.566094339568134+0.723972701829182i,-0.955216990906823-0.223673540873309i,-0.765505204011019-0.557115381481392i,-0.378809393897908-0.818171351139495i,-0.249666934,-0.577599875,0.777202937
11889.19989,18923.61984,0.918877130440393+0.0547427087594616i,-0.980126448247865+0.0522706033597262i,-0.946108029282686-0.0585334800096735i,-0.903477212651135-0.00562451468230524i,-0.250842353,-0.57575984,0.77818929
16409.78261,20054.73824,0.649313744378884-0.654964786474873i,-0.92681209724323+0.324359975469723i,-0.83021703091645+0.45952508509771i,-0.389347471122126+0.81764067757213i,-0.251440328,-0.574054447,0.779256111
16052.2945,18908.92832,-0.0642578622704723-0.921812600499341i,-0.799405610346849+0.570816975008888i,-0.453668636829567+0.834382390762513i,0.577554375750021+0.700222685965823i,-0.252310992,-0.572066163,0.780435395
9648.290326,19226.19009,-0.737253928441636-0.559654621743946i,-0.607996143930899+0.771868265395598i,0.0656956099563798+0.948156403000927i,0.880227187696551-0.228795058948911i,-0.25350873,-0.570589055,0.781127638
2219.184475,20603.06481,-0.907639592353008+0.187399686618165i,-0.367836090040342+0.911346368732721i,0.565068677081055+0.764895099531607i,0.163076574915825-0.896106414609372i,-0.253970918,-0.568197669,0.782719871
2724.348444,21145.70532,-0.45558386070586+0.807832788900346i,-0.098123991065241+0.978004824626557i,0.887867888904567+0.341876877917131i,-0.745360658358696-0.524830991152591i,-0.254422457,-0.566429322,0.783854167
12947.19182,20515.71269,0.309955690989416+0.874192878853586i,0.179537398520376+0.966437565150914i,0.932903238410918-0.188432030241848i,-0.789204198894702+0.456503138578891i,-0.255650962,-0.564585736,0.784783813
25300.25194,21576.26954,0.86237904076493+0.339984748832367i,0.442882403616263+0.877525635217089i,0.686059262165897-0.660001865806927i,0.0835871697190145+0.907332978300899i,-0.258002617,-0.563278345,0.784953177
31979.81976,23105.4876,0.821614416465321-0.426780684528791i,0.670780618518379+0.718373497015629i,0.224602995480492-0.925295991146408i,0.857710959263897+0.303949810014729i,-0.257928033,-0.561199469,0.786465595
25448.887,22772.73038,0.217190673223842-0.898297957221237i,0.844944621072144+0.501739506533724i,-0.307129344610064-0.901410177535418i,0.634225664863958-0.650038885867122i,-0.259633234,-0.559493343,0.787119712
21488.54216,22337.09117,-0.533476558715489-0.752077211662816i,0.951407347459819+0.245007076178905i,-0.742952996467128-0.595888502121091i,-0.323289278969206-0.846237316893963i,-0.260513581,-0.558230487,0.787725993
22301.698,21911.23474,-0.915035924067791-0.0918807536793932i,0.981648500973845-0.0312190552598505i,-0.946766184910494-0.104233704342281i,-0.901112073524798-0.0616280470395026i,-0.261522705,-0.555593494,0.789253859
25388.72958,21767.1204,-0.669006698096221+0.627170824604675i,0.933278607894082-0.304776339575468i,-0.854981132083641+0.420011363246082i,-0.433222811659517+0.789222526696071i,-0.262764861,-0.554139863,0.789862748
27191.68855,22315.05556,0.0319363099017288+0.913790875538797i,0.810226009495785-0.553731689260868i,-0.496275162096404+0.813210385287418i,0.531870594072964+0.722692987770816i,-0.264107704,-0.552003147,0.79091122
18493.92217,22761.80204,0.706746978178016+0.576092675815552i,0.622413026660134-0.758146950805694i,0.0174209304751108+0.952649103114252i,0.876651431321737-0.177250480505708i,-0.265842917,-0.550903966,0.791096054
6547.114836,22437.24544,0.896788545759148-0.1515755087509i,0.384949281286324-0.901679581750598i,0.525838696156049+0.794758768147646i,0.208545564821647-0.866964804013104i,-0.266367412,-0.548406429,0.792652968
3789.587366,22601.31077,0.476402914367472-0.772537914060631i,0.116909236167272-0.972889775258091i,0.870311583997826+0.388690085836306i,-0.695898336762238-0.553804341734356i,-0.267236999,-0.54652763,0.79365737
12323.6332,23032.78138,-0.265827247316001-0.866391797945262i,-0.160205752776629-0.96614987085672i,0.943218482879461-0.138965119841029i,-0.794477269431337+0.39562991085387i,-0.268570982,-0.545601034,0.793844174
23378.58083,23513.11783,-0.825641800352622-0.371842717228016i,-0.42419581349615-0.882084671584634i,0.721571527063004-0.62356551252473i,0.022237034049794+0.886020100237746i,-0.269594606,-0.543187317,0.795151294
27574.67025,24373.40969,-0.824325492942124+0.374625838815292i,-0.653941880033258-0.727509472612061i,0.274293386040563-0.913708621706716i,0.811604809037279+0.354721079287093i,-0.270678389,-0.541162902,0.796162588
21006.40443,23484.60096,-0.263079577694897+0.867108331353903i,-0.831093381828693-0.51487304035201i,-0.25912723605609-0.91848877477016i,0.665094398795258-0.585195413494456i,-0.271866474,-0.539652173,0.796784057
13120.83976,22594.47283,0.478388259722092+0.771236142402047i,-0.941530023444836-0.261252204980791i,-0.712032866403464-0.636006086515713i,-0.248929766628461-0.851121970926624i,-0.272896587,-0.537221367,0.798073541
12551.71826,23647.14808,0.897254792639082+0.149907080370488i,-0.97648223736411+0.0130199593244181i,-0.942599456664954-0.154182965989049i,-0.878105151490748-0.134699380333096i,-0.273927139,-0.535111476,0.799137518
16263.07614,23363.11263,0.706688070999811-0.577256182950229i,-0.933222666041674+0.285981902631995i,-0.878257128057382+0.376475191811145i,-0.494412504172102+0.740808553153713i,-0.275191693,-0.534078617,0.799392831
17781.30901,21512.80229,0.0318980903583048-0.915309697695337i,-0.81527542037309+0.535797305752766i,-0.538622242386392+0.789793759298718i,0.464414740928575+0.763320409432769i,-0.275866054,-0.531981701,0.800558094
11725.98819,22551.34802,-0.670481412216651-0.629562539014829i,-0.632128115076681+0.742495502563936i,-0.0296622698686015+0.955942862206206i,0.891277505099706-0.0998652520132467i,-0.277603504,-0.529947575,0.801306696
2760.967057,23409.74913,-0.919469878851307+0.0908736767875285i,-0.398470803100096+0.889561097233318i,0.489233231352335+0.822288794109928i,0.285544213419489-0.85413514127414i,-0.278911237,-0.528350013,0.801906822
2076.481634,23691.56104,-0.538712143883606+0.75613340627142i,-0.133022915064531+0.965247618337555i,0.85510111837136+0.430206908306934i,-0.65819490978889-0.620573683733067i,-0.280692086,-0.526353929,0.80259828
11744.85326,23286.31209,0.217266799146809+0.907330080889593i,0.142958643056591+0.963512031575396i,0.952615004332934-0.0975663654191697i,-0.843163282760123+0.339049852208228i,-0.281743175,-0.524240887,0.803612214
22974.6525,21973.03134,0.831200297903983+0.433660310551971i,0.407372365707796+0.88449678483796i,0.750557709711588-0.59524146674526i,-0.0449631186608791+0.911855217675561i,-0.282193872,-0.522584955,0.804532152
27154.54969,20745.07128,0.876539463450166-0.344821288686183i,0.639032574037788+0.734521476722406i,0.311978075310282-0.906033440339808i,0.81341591174536+0.423485025406723i,-0.283314009,-0.519842834,0.805914444
24336.29136,20280.9672,0.315138586551126-0.892035903247663i,0.8193587159995+0.525584523664844i,-0.225331083552569-0.93163397598845i,0.72705181293879-0.565265428409574i,-0.284818514,-0.518655905,0.806148584
20596.76532,23042.73592,-0.469882008284084-0.825485241085788i,0.933860289483708+0.274413455646096i,-0.692046867024238-0.663459118801484i,-0.212279890688159-0.899829831844065i,-0.286253427,-0.516791529,0.806836281
20189.79629,23571.21866,-0.935009895785244-0.185316678556877i,0.973299838156117+0.00113780665698566i,-0.940698061702787-0.185686051742068i,-0.909834125691633-0.181432553730809i,-0.286871349,-0.515155426,0.807663196
22605.60498,21664.51751,-0.753811510182343+0.588043634506042i,0.934441284435141-0.272311695659617i,-0.892376240647013+0.351042927014757i,-0.544261436562598+0.754763939677225i,-0.289257486,-0.513645302,0.807774016
22774.88591,21528.30864,-0.0476786684908999+0.957172255391538i,0.820322956501353-0.523952076605639i,-0.561939423216748+0.777078384820792i,0.462400484583196+0.810171711789453i,-0.290317188,-0.511239219,0.808919585
16098.30903,21928.68601,0.694778367434567+0.662643503893512i,0.64003164747412-0.733507366230794i,-0.0536022314285361+0.957443813589016i,0.9307340344294-0.0855122369260722i,-0.289641021,-0.508815183,0.81068892
6167.880559,21676.79508,0.956755316860807-0.0933982535781268i,0.407993136979743-0.884038673878116i,0.471835609208225+0.834729925435694i,0.307781934812349-0.883914548009234i,-0.292517802,-0.507426661,0.810525662
3488.548451,20404.20653,0.554480994750598-0.786069223188631i,0.142832834736774-0.963314807813143i,0.847846184734721+0.447526115518057i,-0.678034030375888-0.646416248341579i,-0.292228584,-0.505602069,0.811768777
10041.66557,20557.14556,-0.233229251947646-0.933398163542619i,-0.134105383974867-0.964812650294762i,0.955029325001634-0.0815793305546925i,-0.869277057561208+0.350196251821192i,-0.29399816,-0.503061625,0.812708501
19517.79204,19773.23913,-0.858887563236608-0.432819111689792i,-0.400466210719199-0.88826490466776i,0.759162325286862-0.584740925370154i,-0.0405025791003065+0.936249109063951i,-0.296257651,-0.502034312,0.812522099
22740.4959,20861.17053,-0.888065959772025+0.3674069109554i,-0.634680808284494-0.739708078832499i,0.322273974283539-0.902113840937016i,0.835412281410656+0.423723449765021i,-0.297631007,-0.499703866,0.813457446
17924.29354,20630.62922,-0.301622988093382+0.911413298628219i,-0.817711993234984-0.531023006738301i,-0.216883982196829-0.932720602747178i,0.730622165018161-0.585104839043414i,-0.297841967,-0.498129921,0.814344248
11884.54655,21376.86711,0.492239786753417+0.822722914088118i,-0.934605827345936-0.279000794664071i,-0.686852254064852-0.666710089113048i,-0.230509826332339-0.906256921467261i,-0.299583224,-0.497960718,0.813808981
11451.15814,20589.68922,0.94297791860833+0.16480773172483i,-0.975722788501615-0.00400560498536903i,-0.938014983530052-0.188663327146585i,-0.919424889568145-0.164583856617048i,-0.301253175,-0.496254428,0.814233971
14782.4683,21115.71913,0.7398774579482-0.604955652090275i,-0.937546138767978+0.271660967520002i,-0.890320076857577+0.349198884696724i,-0.529326416107264+0.768169661815549i,-0.302279255,-0.492775581,0.815965216
14805.9857,20500.66177,0.0258550585985801-0.953788289799645i,-0.822998194060859+0.525563801687523i,-0.558920793051299+0.775446850236813i,0.479997933058173+0.798554522911426i,-0.303601837,-0.489606709,0.817380977
8993.219076,21607.32963,-0.703655936977427-0.642138027654095i,-0.641234412161265+0.736961130515093i,-0.0494890682009176+0.954111710170991i,0.924439167918198-0.106806074119373i,-0.305878851,-0.486266342,0.818524778
2189.717674,21373.87007,-0.944541565970535+0.112356276869953i,-0.406927473850806+0.888505533436035i,0.475386804715556+0.828149549736782i,0.28453073967225-0.88495126384313i,-0.306430761,-0.484756827,0.819214261
2270.642397,22017.44768,-0.531896927037682+0.787077782327324i,-0.139095425659296+0.967678769579161i,0.848060700754265+0.437779931758573i,-0.687654030492422-0.624184283058555i,-0.307679328,-0.481354717,0.820750661
12361.17217,21844.17593,0.247498005056839+0.916057086863602i,0.140433983628493+0.967840445171405i,0.949411891540794-0.0922317655489955i,-0.851839967962252+0.368184125332614i,-0.308351924,-0.480574074,0.820955019
24791.01211,22570.56416,0.854265936400861+0.411209074448083i,0.408799637847785+0.888800982081181i,0.747016650208785-0.59236268934205i,-0.0162594237837792+0.927374523945684i,-0.309097681,-0.479590592,0.821249484
28847.22401,22620.69339,0.869030245080431-0.377572255252499i,0.643979697084561+0.736867683734669i,0.305649455605114-0.902528765089147i,0.837858627154602+0.397211437222749i,-0.310674051,-0.480184588,0.820307153
24456.95669,22455.85643,0.281869704937207-0.904268978765438i,0.826606684172774+0.524355807423513i,-0.233323852023408-0.923370986979913i,0.707154072655489-0.599674765417023i,-0.312543125,-0.478306728,0.82069424
20165.35692,23005.291,-0.500618530231703-0.803966347242794i,0.941574365356732+0.268600903970496i,-0.69714250699522-0.648189023008802i,-0.255423487257464-0.89146069293792i,-0.314166667,-0.47568358,0.821598602
20471.77136,23482.97034,-0.935954071815158-0.145638819835152i,0.979301645327995-0.00944944546301745i,-0.937012822060801-0.165228559991266i,-0.917957568565351-0.133780088930685i,-0.315332649,-0.474321236,0.821939378
23584.86626,23007.06794,-0.721295450452714+0.614452281795455i,0.936546064270692-0.286950560666275i,-0.875900744379082+0.370495869287385i,-0.499208988533967+0.782439000111119i,-0.317173207,-0.471353828,0.822938393
23121.83267,22722.4748,-0.0045245225809401+0.947991200185812i,0.816696189266081-0.541041709190177i,-0.533387224625179+0.786883826575529i,0.509207618895677+0.776668756079992i,-0.318117162,-0.470543127,0.823036755
15519.48832,23303.50324,0.716520400085594+0.621618401977405i,0.629515233874621-0.75073766853872i,-0.0195315571337687+0.950037680919907i,0.917732857057102-0.146600600919115i,-0.318609027,-0.468207492,0.824178367
5713.347374,23454.49949,0.9390059305705-0.138970890268505i,0.390354025963174-0.89867314627039i,0.50037854648517+0.807395845233187i,0.241655338203897-0.898107260500344i,-0.320540042,-0.466329601,0.824494948
3923.39093,22554.83932,0.506002302618226-0.803919264506191i,0.118896097561049-0.9725536496062i,0.858937636994675+0.404792536347556i,-0.721692915546016-0.587697249424432i,-0.322483989,-0.464142803,0.824970168
11157.05739,21964.31713,-0.281720346417627-0.907853637072679i,-0.162462633798968-0.966190120061763i,0.940546950407872-0.128132876548093i,-0.831390185127994+0.419687708311889i,-0.323279593,-0.462586954,0.825532112
20548.9726,22316.50865,-0.873573602085866-0.376236300328402i,-0.430465821312377-0.880028926941901i,0.718775877357527-0.619577115187319i,0.0449447504441093+0.930726907676792i,-0.32466165,-0.460823459,0.825976202
22682.0713,22841.685,-0.853938968019253+0.419998890462287i,-0.662926344475299-0.721130794409786i,0.265055288009617-0.910922925516932i,0.86897277200431+0.337373357247351i,-0.326979548,-0.458485481,0.826363189
16960.10861,22587.54948,-0.234974938540362+0.922532212993764i,-0.840572489256367-0.502598379859752i,-0.274199175504796-0.90797692251123i,0.661176664620831-0.657357175277322i,-0.327820638,-0.457378987,0.826642446
11187.29783,23661.39694,0.549666595578617+0.777497476767957i,-0.948655861022862-0.242498604031005i,-0.724750261602594-0.611529399410389i,-0.33290238475028-0.870870920376699i,-0.328478371,-0.455700543,0.827307908
11516.34908,24548.99453,0.948309646072763+0.0857294423983236i,-0.978185755129419+0.0376315063951763i,-0.940823907186957-0.117285929651653i,-0.930849115300065-0.0481729988384336i,-0.330355139,-0.452928021,0.828083347
15209.72185,24217.16246,0.679771014937473-0.666467128223617i,-0.926685739426098+0.314571419740942i,-0.852336573529902+0.414911999262157i,-0.42028259488179+0.831442116788713i,-0.331622333,-0.451197729,0.828521626
14636.42783,24190.36526,-0.0672927637401638-0.949196173682964i,-0.798408127531017+0.565347220850842i,-0.487742643223752+0.81271705255949i,0.590352508328088+0.719802162725948i,-0.33268158,-0.450108046,0.828687816
7893.018999,24817.07587,-0.766376346713004-0.563038740727873i,-0.60398745597586+0.769143990962459i,0.0349850141335264+0.94709937459681i,0.895939564081175-0.249385425261989i,-0.334589698,-0.447794783,0.829174181
1451.771224,23779.69669,-0.924471446567293+0.219463908747675i,-0.35956116363676+0.90904044341925i,0.546426282272884+0.774276697919874i,0.132902460154186-0.919292632121553i,-0.336227466,-0.445901782,0.829531738
3799.222933,23914.65151,-0.430502371910089+0.845928512760442i,-0.0854304119386373+0.973420565214771i,0.88058309495496+0.350098066869383i,-0.786666216049721-0.491327883506782i,-0.336607377,-0.443929386,0.83043407
14367.34387,24005.48418,0.366066871213755+0.874484796045943i,0.195627409312298+0.9569440015245i,0.928787978033527-0.187883385145734i,-0.765220266349936+0.521378691698306i,-0.338822314,-0.441471233,0.830844787
25003.40192,23767.19723,0.902459167142007+0.286057947304064i,0.460253728951652+0.860993845851342i,0.675132678026526-0.66493360717281i,0.169066064718044+0.908671025984347i,-0.340285803,-0.440489269,0.830767263
27810.4202,24118.76407,0.800599106082975-0.502614175215489i,0.686453253717295+0.693564230172724i,0.201835492884791-0.925870968519037i,0.898169074801046+0.210245766746303i,-0.342274956,-0.438218802,0.831151536
23181.10108,24727.12616,0.134008916377855-0.934228891585522i,0.855425594035585+0.468596952387428i,-0.337300009483081-0.885593617241716i,0.552411468327852-0.736367134742347i,-0.342441001,-0.435778611,0.832364716
18445.60709,25438.25395,-0.625097920318895-0.705026571504103i,0.953131290166794+0.20482239181019i,-0.766801639215319-0.556931820823759i,-0.451395158608919-0.800016936854869i,-0.34438509,-0.434294452,0.832338339
20142.81769,25616.24317,-0.940423587197218+0.021217649676062i,0.97146170426363-0.0757987038904071i,-0.946639311005165-0.0466775367940743i,-0.911977230403279+0.0918950231322921i,-0.345295312,-0.43203853,0.833134335
22719.33843,25378.10065,-0.590605999675688+0.730136614680732i,0.908915331797966-0.349902764206368i,-0.817940450881038+0.479020341775902i,-0.281334028432029+0.87028703523377i,-0.346681604,-0.430911558,0.833143692
20246.15766,25281.22206,0.175298851320401+0.921056228168553i,0.770724238181545-0.594668127732797i,-0.422364531635397+0.848711778383323i,0.682829856379642+0.605635720069163i,-0.34800287,-0.428907843,0.833625655
12082.83477,24757.05809,0.815014009895609+0.460578211008045i,0.568420096097227-0.78971515176425i,0.111271911722426+0.941579175732249i,0.826995933630973-0.381827001553219i,-0.350189125,-0.42648134,0.833955123
4644.081907,24491.86743,0.876815188729162-0.324156087530866i,0.318875874827812-0.918803678028169i,0.60886162046822+0.726994650759292i,-0.0182405951102563-0.908986576347483i,-0.351390809,-0.424511929,0.834454224
5708.06638,25161.94163,0.318408069309407-0.877632465043996i,0.0429027568161213-0.971186717830628i,0.907783396492353+0.274725622179314i,-0.83868440922181-0.346886539985106i,-0.352492134,-0.42337983,0.834565907
14404.78468,25252.66204,-0.464002978064236-0.808910917596053i,-0.236481258643831-0.942507772602445i,0.910083130650787-0.2676444002014i,-0.652676818910139+0.628618685260075i,-0.354520908,-0.420434157,0.835194126
21878.7132,25054.39629,-0.916422327829719-0.167681982741361i,-0.495967385141539-0.835167044981624i,0.614656887606588-0.722806288613473i,0.314473119596266+0.848530522004308i,-0.355257368,-0.419519776,0.835340541
20967.35659,24540.85997,-0.718965349724878+0.591322261566542i,-0.713897700316497-0.658125788532919i,0.117835509023114-0.941679090113514i,0.902432139446385+0.0510260350372262i,-0.356668925,-0.417449475,0.835776936
13971.06746,24135.02878,-0.0120842856367563+0.930255167239262i,-0.872071203679775-0.426164566200144i,-0.417928508466045-0.852289152843292i,0.406980147322819-0.806098849077447i,-0.358581128,-0.415512948,0.835923772
9290.361906,24257.81539,0.702810705676573+0.608969969736533i,-0.957264161869515-0.158656417498309i,-0.817125740173603-0.483533308166592i,-0.576158507359955-0.69445055642565i,-0.360125876,-0.413638591,0.836189098
11526.86435,24545.35647,0.918401751448682-0.144568321517084i,-0.96233810160097+0.122043836135876i,-0.948691623306685+0.0440496968953512i,-0.866169325454461+0.251208876941093i,-0.361526622,-0.412071525,0.836358811
14919.38796,24358.48953,0.481314426523037-0.795337055319266i,-0.88684275379627+0.392460987248405i,-0.769105332661269+0.557590630423611i,-0.114711445533724+0.894236039345685i,-0.36320731,-0.410158871,0.836570298
12126.19631,24982.13047,-0.298271991613633-0.880558167598544i,-0.737062889752282+0.629957369137262i,-0.33689256550727+0.888494331647465i,0.77455932270362+0.461128108480901i,-0.364465587,-0.408138307,0.837011295
4785.323518,25387.54792,-0.865951452751602-0.338864603301821i,-0.525503925575734+0.81462479335294i,0.206334216557237+0.92781729250608i,0.731108395218349-0.527350843977681i,-0.365457524,-0.406494566,0.83737948
1222.491662,25254.10788,-0.81694063728686+0.444804037277316i,-0.269857653638705+0.930953002594339i,0.682194782298832+0.662221646152676i,-0.193633970529062-0.880567113052215i,-0.367618204,-0.404329084,0.837481217
7183.954221,26076.93248,-0.185052907551813+0.911968108781323i,0.00846731617405107+0.969135174080634i,0.934097710957377+0.178612963680628i,-0.885387273336943-0.171619359456651i,-0.368648038,-0.40212257,0.838091563
19527.45616,24420.91706,0.579751534384906+0.728427586350735i,0.286129412737497+0.925900618169387i,0.878821050583213-0.364184997113147i,-0.508567586426564+0.745216861575963i,-0.36957911,-0.400239083,0.838582059
